selection_stage,selection_origin_idx,selection_origin_time,train_start_time,train_end_time,validation_start_time,validation_end_time,purge_hours,candidate_L_train_days,candidate_L_obs_hours,candidate_lambda,val_pr_auc,val_roc_auc,val_pr_auc_b1,val_pr_auc_b2,prediction_disagreement,validation_positive_rate,selected_L_train_days,selected_L_obs_hours,selected_lambda,adst_action,previous_val_pr_auc,val_pr_auc_delta,candidate_count
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.0,0.0878364506576922,0.427376297301163,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.1,0.12095057158441042,0.6350840742103904,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.2,0.14294665211726623,0.6664619992164393,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.3,0.16560096993314627,0.6803307987863242,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.4,0.18037750366545865,0.6884976472665921,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.5,0.18771871924557462,0.6924049177414386,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.6,0.1918650274048232,0.6950931377197552,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.7,0.1942319588609901,0.6966371798729545,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.8,0.1954039711127878,0.6972158457100508,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,0.9,0.1959860353299019,0.6972417113403861,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,6.0,1.0,0.1968663455359219,0.6975130057470308,0.1968663455359219,0.0878364506576922,0.19416339695453644,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.0,0.0878364506576922,0.427376297301163,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.1,0.13703896959454384,0.665059857101299,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.2,0.1702181885698721,0.6941988802291679,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.3,0.20003829245446744,0.707303072218362,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.4,0.22718796406201391,0.7144862340082434,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.5,0.23193102394343706,0.7176035255672998,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.6,0.23643950195513042,0.7197426693405116,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.7,0.24098956489776727,0.7216808345359941,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.8,0.24417583488530706,0.723141963792818,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,0.9,0.2457338283168582,0.7241320464770329,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-29T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,7.0,24.0,1.0,0.24672261992398659,0.7248411195216327,0.24672261992398659,0.0878364506576922,0.2592116594314575,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.0,0.08640013249705585,0.42601131126565606,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.1,0.09373011551781751,0.5494929155741498,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.2,0.10405863058769656,0.5910022542847191,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.3,0.11129136800075076,0.6099402893220068,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.4,0.11761651898082895,0.6200968374729658,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.5,0.1235453120848197,0.6266762157666975,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.6,0.12937849491548237,0.6319546845422727,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.7,0.13384226549303824,0.6364360817317359,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.8,0.1364404926243794,0.6397262712359492,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,0.9,0.13778050116678742,0.6416503070487396,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,1.0,1.0,0.13925987482672791,0.6437819869638863,0.13925987482672791,0.08640013249705585,0.15842878818511963,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.0,0.08640013249705585,0.42601131126565606,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.1,0.1014742624053661,0.5789761836244502,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.2,0.11601483486217301,0.6219760332467825,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.3,0.12724878328917902,0.6408670449523652,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.4,0.13789864085151332,0.6518563985044752,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.5,0.15160191394576233,0.6596256843937229,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.6,0.16291917704514872,0.6653291883164871,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.7,0.17029159155962534,0.6697418253080802,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.8,0.17453844879806735,0.6733100251057214,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,0.9,0.1768499586965086,0.6759087412736372,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,6.0,1.0,0.17855529612907925,0.6778732701252211,0.17855529612907925,0.08640013249705585,0.1800854653120041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.0,0.08640013249705585,0.42601131126565606,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.1,0.1097615233756135,0.6111521063207042,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.2,0.12532413665317343,0.6434883215009622,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.3,0.14181538474113986,0.6635644004392773,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.4,0.15876687142426732,0.6749956893724882,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.5,0.1798460393727757,0.6817750529903146,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.6,0.19333378503245538,0.686989893844782,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.7,0.2009622459709695,0.6912090329040961,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.8,0.205586070196737,0.6941385305113714,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,0.9,0.20670070378961997,0.695863157366965,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-22T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,14.0,24.0,1.0,0.20731252655082705,0.6966042197070326,0.20731252655082705,0.08640013249705585,0.22988641262054443,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.0,0.08640013249705585,0.42601131126565606,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.1,0.0956460722397189,0.5603461905803966,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.2,0.10661951204400202,0.5995739706665436,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.3,0.11566055427907079,0.620673165200332,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.4,0.12251513389013555,0.6312963280541607,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.5,0.12972803693290447,0.6415994869700418,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.6,0.13535252357933839,0.6490197481951882,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.7,0.1389916536465169,0.6537055663090159,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.8,0.14097257611219036,0.6570312368848552,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,0.9,0.1417017037503131,0.6583017071427938,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,1.0,1.0,0.14297107036695808,0.6599436878349131,0.14297107036695808,0.08640013249705585,0.1461489200592041,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,6.0,0.0,0.08640013249705585,0.42601131126565606,0.1680633569582753,0.08640013249705585,0.15768440067768097,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,6.0,0.1,0.10204808893117065,0.5814241891748821,0.1680633569582753,0.08640013249705585,0.15768440067768097,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,6.0,0.2,0.11717392452939246,0.6223265044239238,0.1680633569582753,0.08640013249705585,0.15768440067768097,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,6.0,0.3,0.13003637903440507,0.6414899250320135,0.1680633569582753,0.08640013249705585,0.15768440067768097,0.09090909090909091,,,,,,,
development,16416,2023-07-12T09:40:00+00:00,2023-06-15T09:40:00+00:00,2023-07-06T09:40:00+00:00,2023-07-07T21:40:00+00:00,2023-07-10T21:40:00+00:00,36,21.0,6.0,0.4,0.14143829717819553,0.6540085441076613,0.1680633569582753,0.08640013249705585,0.15768440067768097,0.09090909090909091,,,,,,,
