selection_role,selection_stage,selection_origin_idx,selection_origin_time,candidate_train_days,candidate_half_life_days,candidate_input_hours,validation_block_count,validation_block_days,purge_hours,val_pr_auc_mean,val_pr_auc_median,val_pr_auc_q25,val_pr_auc_std,val_pr_auc_min,val_roc_auc_mean,selection_origin_count,family_validation_pr_auc,input_validation_pr_auc,selected_family_weights,selected_input_weights,candidate_cascade_alpha,validation_scope,validation_samples,candidate_b2_train_days,candidate_b2_half_life_days,candidate_L_obs_hours,pool_origin_count,pool_validation_block_count,candidate_pareto_alpha,selected_lambda,paired_validation_block_count,selected_train_days,selected_half_life_days,selected_input_hours,validation_origin_count,adst_action,candidate_count,selected_cascade_alpha,selected_cascade_validation_pr_auc,selected_b2_train_days,selected_b2_half_life_days,fusion_validation_pr_auc,fusion_validation_roc_auc,prediction_population
branch1_proxy,development,19008.0,2023-07-21T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.16210796154571808,0.11995134515431895,0.11241867603270422,0.07053990071100259,0.1048860069110895,0.6564572780595752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19008.0,2023-07-21T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.17858189997573934,0.11934953501663587,0.10808882836350525,0.1001153433139681,0.09682812171037464,0.6715262848316961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19008.0,2023-07-21T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.14995639762301385,0.0956721600106401,0.09364760068198362,0.07964981975001068,0.09162304135332713,0.6093722754744255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19008.0,2023-07-21T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.13622034845430317,0.08894873967163051,0.08851792518461205,0.06746233101281801,0.08808711069759356,0.583958903430531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.22605615982375116,0.17613740847731718,0.14000965385693237,0.12521240146568038,0.10388189923654756,0.7346027079898487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.22335328724245415,0.17056152783839287,0.13492661097555153,0.12839438857586782,0.09929169411271017,0.7253554930624159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.22066304839809192,0.16784031399691923,0.13318398455081829,0.12690894637616593,0.09852765510471732,0.7194584408735687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.21215979749309724,0.16560250677712712,0.13575026721889671,0.11077426041824548,0.1058980276606663,0.7278459707512303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.19190075757533484,0.1528980058329165,0.12712554165474266,0.09399186384112637,0.10135307747656883,0.7039226968416261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1825116795947622,0.14513828357171576,0.12257985571284388,0.0867346651533812,0.100021427853972,0.6934175380824001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.21012470163925867,0.16227125834551823,0.1305305647068172,0.11550801280928984,0.09878987106811618,0.7208747984114249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.17545381416532566,0.13052258754749263,0.107625984561975,0.09772784602960721,0.08472938157645739,0.6630569220788215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19296.0,2023-07-22T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.15663520005900103,0.104538631585124,0.0922973569422991,0.09153477654461581,0.0800560822994742,0.6216427137829627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19584.0,2023-07-23T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.23452695230422002,0.23125794578625275,0.186307763619409,0.07744154504784732,0.14135758145256527,0.7582113917944419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19584.0,2023-07-23T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.2310985759158625,0.2356066536322294,0.19066007424018405,0.06795102281480378,0.14571349484813872,0.7588576646121766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch1_proxy,development,19584.0,2023-07-23T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.22892523929488107,0.2355193349327198,0.19125534663689758,0.06437578788356527,0.14699135834107538,0.7583199686154686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
