origin_idx,model_origin_time,test_start_time,test_end_time,evaluation_scope,prediction_population,policy,selected_b1_train_days,selected_b1_half_life_days,selected_b2_train_days,selected_b2_half_life_days,selected_b1_input_hours,selected_cascade_alpha,selected_lambda,lambda_mode,pareto_variant,pareto_w_clean,pareto_w_rep,pareto_alpha,pareto_lambda_mean,pareto_lambda_min,pareto_lambda_max,pareto_history_cutoff,fusion_method,pr_auc_fused,pr_auc_b1,pr_auc_b2,pr_auc_fused_normalized,roc_auc_fused,roc_auc_b1,roc_auc_b2,recall_at_100,lift_at_100,recall_at_100_b1,lift_at_100_b1,recall_at_100_b2,lift_at_100_b2,positives,test_prevalence,gpu_count_evaluated,decision_time_count,top_k,calibration
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.02_a1.5,0.3,0.02,1.5,0.2666444503184712,0.0276748342256158,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006138781367305082,0.006169631559244072,0.004608072350271864,0.0006306272988068302,0.5856402419999895,0.5961135620812485,0.2530178109580073,0.03795066413662239,0.755977229601518,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.05_a1.0,0.3,0.05,1.0,0.2755839803983551,0.07272727272727272,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006181694710383786,0.006169631559244072,0.004608072350271864,0.0006737784751975108,0.5916128349785479,0.5961135620812485,0.2530178109580073,0.03415559772296015,0.6803795066413661,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.05_a1.5,0.3,0.05,1.5,0.2702182592129207,0.05685253055858554,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.00615363017067721,0.006169631559244072,0.004608072350271864,0.0006455583968647494,0.587986191623974,0.5961135620812485,0.2530178109580073,0.036053130929791274,0.7181783681214422,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.02_a1.0,0.5,0.02,1.0,0.4531212423648418,0.06363636363636363,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006192910452631763,0.006169631559244072,0.004608072350271864,0.0006850563770661029,0.591757211854437,0.5961135620812485,0.2530178109580073,0.036053130929791274,0.7181783681214422,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.02_a1.5,0.5,0.02,1.5,0.4428190576888079,0.03315685867248423,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006157112450883448,0.006169631559244072,0.004608072350271864,0.0006490599764817356,0.5872354318693505,0.5961135620812485,0.2530178109580073,0.03984819734345351,0.793776091081594,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.05_a1.0,0.5,0.05,1.0,0.4560511647170391,0.09090909090909091,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006197651980501028,0.006169631559244072,0.004608072350271864,0.0006898241833186412,0.5926000654974128,0.5961135620812485,0.2530178109580073,0.036053130929791274,0.7181783681214422,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
4,2023-08-09T06:45:00+00:00,2023-08-09T06:45:00+00:00,2023-08-10T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.05_a1.5,0.5,0.05,1.5,0.4463928665832574,0.06233455500545397,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0061652228401737575,0.006169631559244072,0.004608072350271864,0.0006572153149791669,0.5885567347143053,0.5961135620812485,0.2530178109580073,0.03795066413662239,0.755977229601518,0.028462998102466792,0.5669829222011386,0.06451612903225806,1.2851612903225806,527,0.005511629852744311,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.02_a1.0,0.3,0.02,1.0,0.2724938421615755,0.045454545454545456,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004136071385576994,0.004144939342279707,0.004001879041285664,-5.803075562327545e-05,0.5283084626824998,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.02_a1.5,0.3,0.02,1.5,0.2664171305947922,0.0276748342256158,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004148961804172237,0.004144939342279707,0.004001879041285664,-4.508604875563081e-05,0.5274054531790044,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.05_a1.0,0.3,0.05,1.0,0.2754409305014067,0.07272727272727272,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004136181613516681,0.004144939342279707,0.004001879041285664,-5.7920063456272966e-05,0.5291150111383307,0.5341526454828638,0.4286541300479829,0.04239401496259352,0.8444887780548628,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.05_a1.5,0.3,0.05,1.5,0.27001529517392164,0.05685253055858554,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004142977076864857,0.004144939342279707,0.004001879041285664,-5.10959808695039e-05,0.5279477355552986,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.02_a1.0,0.5,0.02,1.0,0.45284658656270094,0.06363636363636363,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004140305867234105,0.004144939342279707,0.004001879041285664,-5.377844035649641e-05,0.5285918743025857,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.02_a1.5,0.5,0.02,1.5,0.44242936673392963,0.03315685867248423,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.00415148292116248,0.004144939342279707,0.004001879041285664,-4.2554314027498815e-05,0.5273255447737847,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.05_a1.0,0.5,0.05,1.0,0.45579367490253225,0.09090909090909091,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.004140289866072161,0.004144939342279707,0.004001879041285664,-5.379450890767472e-05,0.529086724977191,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
5,2023-08-10T06:45:00+00:00,2023-08-10T06:45:00+00:00,2023-08-11T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.05_a1.5,0.5,0.05,1.5,0.44602753131305906,0.06233455500545397,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0041487542613071055,0.004144939342279707,0.004001879041285664,-4.529446569195836e-05,0.5277612826097859,0.5341526454828638,0.4286541300479829,0.04488778054862843,0.8941645885286782,0.02743142144638404,0.54643391521197,0.1172069825436409,2.3347630922693265,401,0.004193858768406961,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.02_a1.0,0.3,0.02,1.0,0.27206606793334953,0.045454545454545456,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0063434829750862,0.006668442979972535,0.004289788898153691,0.002169157159992461,0.6641391940430179,0.6900558204503444,0.4226055757435725,0.0325,0.6474,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.02_a1.5,0.3,0.02,1.5,0.2658534921271079,0.0276748342256158,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006343718780937187,0.006668442979972535,0.004289788898153691,0.0021693939564578443,0.6600120515459587,0.6900558204503444,0.4226055757435725,0.0325,0.6474,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.05_a1.0,0.3,0.05,1.0,0.2750589892262049,0.07272727272727272,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0063539755136595,0.006668442979972535,0.004289788898153691,0.00217969377745407,0.6660164520668795,0.6900558204503444,0.4226055757435725,0.0325,0.6474,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.05_a1.5,0.3,0.05,1.5,0.2695120465420607,0.05685253055858554,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006343297677267649,0.006668442979972535,0.004289788898153691,0.0021689710837424756,0.662117159931104,0.6900558204503444,0.4226055757435725,0.0325,0.6474,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.02_a1.0,0.5,0.02,1.0,0.45211325931431356,0.06363636363636363,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006525844595063834,0.006668442979972535,0.004289788898153691,0.0023522848765083976,0.668913365400773,0.6900558204503444,0.4226055757435725,0.035,0.6972,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.02_a1.5,0.5,0.02,1.5,0.44146312936075655,0.03315685867248423,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006562437430329042,0.006668442979972535,0.004289788898153691,0.0023890314373460524,0.6651248214585783,0.6900558204503444,0.4226055757435725,0.045,0.8964,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.05_a1.0,0.5,0.05,1.0,0.455106180607169,0.09090909090909091,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006522562493052944,0.006668442979972535,0.004289788898153691,0.0023489889864702395,0.6699982145857839,0.6900558204503444,0.4226055757435725,0.035,0.6972,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
6,2023-08-11T06:45:00+00:00,2023-08-11T06:45:00+00:00,2023-08-12T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.05_a1.5,0.5,0.05,1.5,0.44512168377570926,0.06233455500545397,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.006543735039359541,0.006668442979972535,0.004289788898153691,0.0023702504781066406,0.6660786264913461,0.6900558204503444,0.4226055757435725,0.0375,0.747,0.0225,0.4482,0.0025,0.049800000000000004,400,0.004183400267737617,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.02_a1.0,0.3,0.02,1.0,0.27266726089965915,0.045454545454545456,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.003075386606022655,0.002108865508829062,0.005656114618589922,0.0011846404958501828,0.7091974607691967,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.02_a1.5,0.3,0.02,1.5,0.2663782845580779,0.0276748342256158,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.00347347683212395,0.002108865508829062,0.005656114618589922,0.0015834857314440574,0.7445920641945705,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.05_a1.0,0.3,0.05,1.0,0.27559576866040997,0.07272727272727272,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0029390288600394687,0.002108865508829062,0.005656114618589922,0.0010480241366535741,0.6946785394125822,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.05_a1.5,0.3,0.05,1.5,0.2699806112125695,0.05685253055858554,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0032850519578134195,0.002108865508829062,0.005656114618589922,0.0013947034945071299,0.729535853131937,0.5481755972289722,0.7136612029766578,0.09944751381215469,1.9809944751381217,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.02_a1.0,0.5,0.02,1.0,0.45314387582798726,0.06363636363636363,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.003037724697859808,0.002108865508829062,0.005656114618589922,0.0011469071589098696,0.7039622872528727,0.5481755972289722,0.7136612029766578,0.11049723756906077,2.2011049723756906,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.02_a1.5,0.5,0.02,1.5,0.4423627735281336,0.03315685867248423,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0034456493577578774,0.002108865508829062,0.005656114618589922,0.0015556054800793966,0.7413634051929128,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.05_a1.0,0.5,0.05,1.0,0.4560723835887381,0.09090909090909091,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.0029568588985512093,0.002108865508829062,0.005656114618589922,0.0010658879912387744,0.6953114656442281,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
7,2023-08-12T06:45:00+00:00,2023-08-12T06:45:00+00:00,2023-08-13T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.05_a1.5,0.5,0.05,1.5,0.4459651001826252,0.06233455500545397,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.003333045245378222,0.002108865508829062,0.005656114618589922,0.0014427878051247872,0.732442346718877,0.5481755972289722,0.7136612029766578,0.10497237569060773,2.0910497237569063,0.09944751381215469,1.9809944751381217,0.0,0.0,181,0.0018929886211512717,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.02_a1.0,0.3,0.02,1.0,0.2727860102024258,0.045454545454545456,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.02559603864025723,0.02395728039502435,0.04395196725316627,0.0008085327809492879,0.49442675124677876,0.483359091847222,0.4963120002006739,0.031618887015177066,0.6298482293423272,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.02_a1.5,0.3,0.02,1.5,0.2665029505122072,0.0276748342256158,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.025539942051137354,0.02395728039502435,0.04395196725316627,0.000751009171223342,0.4927293424356616,0.483359091847222,0.4963120002006739,0.03330522765598651,0.6634401349072512,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.05_a1.0,0.3,0.05,1.0,0.27570179482359447,0.07272727272727272,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.025602907861813975,0.02395728039502435,0.04395196725316627,0.0008155767461199124,0.4953929328864493,0.483359091847222,0.4963120002006739,0.03330522765598651,0.6634401349072512,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.30_wr0.05_a1.5,0.3,0.05,1.5,0.27009192010018496,0.05685253055858554,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.025529104298193855,0.02395728039502435,0.04395196725316627,0.0007398957206480171,0.4933393351632226,0.483359091847222,0.4963120002006739,0.03456998313659359,0.6886340640809443,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.02_a1.0,0.5,0.02,1.0,0.4533474460613015,0.06363636363636363,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.02528887956063125,0.02395728039502435,0.04395196725316627,0.000493559993879688,0.49366155094147085,0.483359091847222,0.4963120002006739,0.026981450252951095,0.5374704890387859,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.02_a1.5,0.5,0.02,1.5,0.4425764865923552,0.03315685867248423,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.025238227240294352,0.02395728039502435,0.04395196725316627,0.0004416191476983487,0.49183917308325154,0.483359091847222,0.4963120002006739,0.025295109612141653,0.5038785834738617,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.50_wr0.05_a1.0,0.5,0.05,1.0,0.4562632306824702,0.09090909090909091,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.02527102760278914,0.02395728039502435,0.04395196725316627,0.0004752539066136845,0.4941575930578121,0.483359091847222,0.4963120002006739,0.02866779089376054,0.5710623946037099,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
8,2023-08-13T06:45:00+00:00,2023-08-13T06:45:00+00:00,2023-08-14T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.5,gpu_dynamic_pareto,wc0.50_wr0.05_a1.5,0.5,0.05,1.5,0.446165456180333,0.06233455500545397,0.5,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.02522510713435773,0.02395728039502435,0.04395196725316627,0.0004281652841871727,0.49215903777957165,0.483359091847222,0.4963120002006739,0.025716694772344013,0.5122765598650928,0.04005059021922428,0.7978077571669477,0.15556492411467115,3.0988532883642494,2372,0.02480756358768407,1992,48,100,platt
9,2023-08-14T06:45:00+00:00,2023-08-14T06:45:00+00:00,2023-08-15T06:40:00+00:00,common_terminal_heldout,all_gpus_before_top100,momentum_skip_retrain,7,3,7,0,"1,6,24",1.0,1.0,gpu_dynamic_pareto,wc0.30_wr0.02_a1.0,0.3,0.02,1.0,0.2701440116526712,0.045454545454545456,0.3,decision_time_minus_10min,report_pareto_formula_full_gpu_before_top100,0.018458014554687346,0.02023311559503117,0.00770284850356385,0.008848773560402848,0.7214451766318906,0.7449450112064474,0.3666678389595016,0.05393743257820928,1.0744336569579287,0.06256742179072276,1.2463430420711972,0.06796116504854369,1.35378640776699,927,0.009695030120481929,1992,48,100,platt
