selection_role,selection_stage,selection_origin_idx,selection_origin_time,candidate_train_days,candidate_half_life_days,candidate_input_hours,validation_block_count,validation_block_days,purge_hours,val_pr_auc_mean,val_pr_auc_median,val_pr_auc_q25,val_pr_auc_std,val_pr_auc_min,val_roc_auc_mean,selection_origin_count,selected_train_days,selected_half_life_days,selected_input_hours,validation_origin_count,adst_action,candidate_count,family_validation_pr_auc,input_validation_pr_auc,selected_family_weights,selected_input_weights,candidate_cascade_alpha,validation_scope,validation_samples,selected_cascade_alpha,cascade_validation_pr_auc
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.2997683054140513,0.3190447565445086,0.24927411475906971,0.09134890010232535,0.17950347297363084,0.6790808000701093,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.28069942780178825,0.27009408875300295,0.21888137468931307,0.09690943247389855,0.1676686606256232,0.6647809143591717,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.18774345236015258,0.17869852087469695,0.1624526872355405,0.03814704455477547,0.14620685359638402,0.627222860517308,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.1855438781464688,0.17025213105637374,0.15571230596703756,0.043826739248380785,0.14117248087770137,0.623277369803112,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.18402725418062935,0.16608581716548387,0.15256311792550264,0.045846403025599294,0.13904041868552144,0.6239784113474682,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.17881771198630725,0.1787774347469125,0.16082717594896384,0.029361993025521824,0.1428769171510152,0.6293611224296161,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.162097643412654,0.1673519767499826,0.15801484525439635,0.009563463353446986,0.14867771375881011,0.6109672571170979,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.15565267537654656,0.1546408436648472,0.15184742728597217,0.005844821876854059,0.14905401090709713,0.5979362204672679,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.17747927553522266,0.17605417539129187,0.15949586416530465,0.02880262631723878,0.14293755293931742,0.6259981927849951,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.15975803343852935,0.16288746387613406,0.15630825982459817,0.007256663141043697,0.1497290557730623,0.5954670477391194,,,,,,,,,,,,,,,,
branch1_proxy,development,21312.0,2023-07-29T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1509268919967068,0.15080793409858512,0.14938388149269466,0.0024725924412538542,0.14795982888680423,0.574528439598156,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.17405458494118908,0.1650714447258258,0.14436879347903014,0.04525732657335395,0.12366614223223452,0.6392969751471854,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.16426620728088784,0.1606961200596805,0.14045474502593103,0.03751151349843224,0.12021336999218157,0.6355661868921341,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.15812054020734642,0.15936513256875018,0.1388153414968668,0.032045446944939195,0.11826555042498346,0.6327503895685808,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.19688029544038818,0.1646072353346421,0.141716687178167,0.08022072975828337,0.11882613902169185,0.6339562613353188,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.19667028642059248,0.1613095031693234,0.13560966560753446,0.08886574102892705,0.1099098280457455,0.6215354634250004,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.19528631191249599,0.16461892715004803,0.13567865451842986,0.08754716001492178,0.10673838188681171,0.6162758993184684,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.19863805873869836,0.16862231965414795,0.14265970093304473,0.08195440683172865,0.11669708221194151,0.6290450119262434,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.20094762686593984,0.17115371725562994,0.13945606327738685,0.09073176013362906,0.10775840929914379,0.6056033882022697,,,,,,,,,,,,,,,,
branch1_proxy,development,21600.0,2023-07-30T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1973428804265994,0.16240779458711813,0.13281868039428096,0.09439503111269038,0.10322956620144383,0.5919779911697542,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.21090350104616604,0.18813486837088056,0.12867994743266403,0.1260080048522497,0.06922502649444752,0.5655108439320236,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.1911188145391555,0.17934554820682092,0.12477283937124675,0.10387025821538022,0.0702001305356726,0.5628312105847324,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1692346127997355,0.17592504863393896,0.12333898492904914,0.07782253345018739,0.07075292122415933,0.5606275295137928,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.218138750907617,0.18533572020527944,0.12792609175653136,0.13591869396064982,0.07051646330778327,0.5627027365871583,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.215732798859711,0.17369271784577212,0.12483292001027094,0.1345997616864029,0.07597312217476977,0.5673399943478582,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.21288945689462044,0.17114709644693854,0.12465718544959965,0.130425235282093,0.07816727445226077,0.5684040225308131,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.21686230127406395,0.18396680420851594,0.12734636526010776,0.13477186281039158,0.07072592631169958,0.5586782935205359,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.21842526104421914,0.180726774857758,0.1290301855721111,0.13328409732537622,0.07733359628646419,0.5512431618756325,,,,,,,,,,,,,,,,
branch1_proxy,development,21888.0,2023-07-31T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.21595499915229474,0.16890691925762974,0.12505539253909545,0.13344454988958143,0.08120386582056116,0.5485156947052259,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.13308823391658697,0.14619098685728205,0.11172921003845525,0.04128145479179427,0.07726743321962845,0.5283864568169173,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12923474297001025,0.14149909266404898,0.1099224667736331,0.037558623850178094,0.07834584088321722,0.5257279707045345,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.12746135349181553,0.1397278647253858,0.10921274111934776,0.03587207204547413,0.07869761751330974,0.5242757977161864,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.13239269561281763,0.14297371429283665,0.11035304292395494,0.040998756668088186,0.07773237155507323,0.5326102811719146,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.13038495279711973,0.14776643045029386,0.11278788162663858,0.03788112651568299,0.0778093328029833,0.5217283410575853,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.13136542235070456,0.1538196428466196,0.11619709916270157,0.037467229043129095,0.07857455547878356,0.5190599137876549,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.13196128929719123,0.1434905890547681,0.11024101734469727,0.04099467168607835,0.07699144563462643,0.5289166638681339,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.13281338435366138,0.15137653427858644,0.11513848454148842,0.03873329746578469,0.0789004348043904,0.5056549694157716,,,,,,,,,,,,,,,,
branch1_proxy,development,22176.0,2023-08-01T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.12931978376743933,0.15088064840750182,0.11612717731657096,0.03396015653449051,0.08137370622564011,0.4979804031801529,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.11826473784271425,0.12421890113761386,0.09569121812514762,0.03951809775598907,0.06716353511268139,0.5118132140466348,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.11655532862295022,0.12062112679632567,0.09488263486946515,0.03716258808951209,0.06914414294260463,0.5148606959266707,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.11578534221449488,0.11863926321298762,0.09425616173217068,0.03637812964355815,0.06987306025135373,0.5153070727800428,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.11643816692506272,0.11896930979064965,0.09320531312417077,0.039013502033964205,0.06744131645769189,0.5048038900074966,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.11373938403837107,0.11005043968891688,0.08964977102834422,0.03792198699714133,0.06924910236777156,0.49603953535477235,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.11382646578890672,0.10696539937995073,0.08863762134151579,0.038637987366586184,0.07030984330308085,0.4953441660946167,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.11744574744324159,0.11694119752376532,0.0918352479195155,0.0416173182148606,0.06672929831526567,0.49899925540108225,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.11559343430166867,0.10777383495550852,0.087961315391131,0.04229371835113044,0.06814879582675348,0.48337604754481706,,,,,,,,,,,,,,,,
branch1_proxy,development,22464.0,2023-08-02T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.11181260924212598,0.10358158265167867,0.0862689901950825,0.03879136742137043,0.0689563977384863,0.47550523669386585,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.12288302644073201,0.11044281108590077,0.08992387075502689,0.04953076311980672,0.06940493042415301,0.4985144613600439,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.11963354287975242,0.10815116282256279,0.08935039211122961,0.04549488352732554,0.07054962139989641,0.4942319803199287,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1184739103660486,0.10717924761494357,0.0891426565877044,0.04401731447595578,0.07110606556046521,0.49281805662088923,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.123583120058463,0.11384418520773079,0.09235844959450008,0.047515449919585,0.07087271398126938,0.49641874823609244,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12119731944493506,0.11323368314754176,0.09485805143570249,0.040157481317065535,0.07648241972386322,0.5008744746116467,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.12072585349972564,0.11230787093451948,0.09547623913919051,0.038261668415972616,0.07864460734386156,0.5040806377532517,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.12302596118173685,0.11398071589851212,0.09242934099229508,0.04671132097896033,0.07087796608607802,0.4934798112399211,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12270436580017041,0.11129496858424126,0.0944993305856355,0.04217950126257754,0.07770369258702976,0.4895217974011857,,,,,,,,,,,,,,,,
branch1_proxy,development,22752.0,2023-08-03T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.11925966975833313,0.10790027406422834,0.0950252589361465,0.03584862636367803,0.08215024380806464,0.49012483922313876,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.1268808977972583,0.12644758914991117,0.1017986056925824,0.04078346492679381,0.07714962223525362,0.5548368691898973,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12447628735749723,0.1260064625158998,0.10220486647596798,0.03700958919248499,0.07840327043603615,0.5555380954396233,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.12307160049173164,0.12552966377114877,0.10219056711858612,0.03514509066473734,0.07885147046602349,0.5551042252094008,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.1289637288206875,0.13122400820742974,0.10422080046513418,0.041358680984751754,0.07721759272283862,0.5560704398891368,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12744304848300195,0.13755782610486572,0.10767581326307105,0.037104945368485256,0.07779380042127636,0.5537202504336082,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.12763967436159235,0.1408903742987071,0.1099037341544591,0.03562641896610004,0.0789170940102111,0.5556341007403828,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.12826714498488243,0.1325745454903272,0.10491473009330013,0.0400089259341246,0.07725491469627305,0.5544246704044099,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.12833561918197586,0.13893218815944391,0.10906521311312531,0.03657031445122848,0.07919823806680669,0.5441989132802695,,,,,,,,,,,,,,,,
branch1_proxy,development,23040.0,2023-08-04T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1260697642003836,0.14174909827741403,0.11175408065020181,0.03177543568003023,0.08175906302298959,0.543538334988431,,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,7.0,3.0,all_1_6_24,,,,0.1476791636641078,0.12998456585692264,0.12388249427986359,0.03371077880666615,0.11826473784271425,0.5497264700821171,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,7.0,7.0,all_1_6_24,,,,0.14088082060837556,0.12685551516375373,0.12084422899918862,0.02744281493931286,0.11655532862295022,0.5481260233112706,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,7.0,14.0,all_1_6_24,,,,0.1353578932618621,0.1252664769917736,0.11962333289746936,0.020604336865142844,0.11578534221449488,0.5468138452348155,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,14.0,3.0,all_1_6_24,,,,0.15273279296083933,0.13067821221675258,0.12492827224901912,0.039523479497920976,0.11643816692506272,0.5477603928711862,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,14.0,7.0,all_1_6_24,,,,0.15086129834062187,0.12891400064006084,0.12275875170445177,0.03985903972565339,0.11373938403837107,0.5435396765384118,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,14.0,14.0,all_1_6_24,,,,0.15028886413467427,0.12950254835614844,0.12245430871519232,0.03876889874128123,0.11382646578890672,0.5431331233708645,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,21.0,3.0,all_1_6_24,,,,0.15270008381996905,0.13011421714103683,0.12433625713252325,0.03953390016671292,0.11744574744324159,0.5439239510600544,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,21.0,7.0,all_1_6_24,,,,0.15313661525793923,0.13057450176781862,0.12411217914562178,0.04064528563009161,0.11559343430166867,0.5299330462866577,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,pooled_development,,,21.0,14.0,all_1_6_24,,,,0.14995995109119603,0.12769477398391146,0.12096219336884576,0.040814566153698766,0.11181260924212598,0.5246070833267614,6.0,,,,,,,,,,,,,,,
branch1_proxy_pooled,heldout_preselection,23040.0,2023-08-04T09:40:00+00:00,,,all_1_6_24,3.0,,36.0,0.15313661525793923,0.13057450176781862,0.12411217914562178,0.04064528563009161,0.11559343430166867,0.5299330462866577,6.0,21.0,7.0,"[1, 6, 24]",6.0,pooled_latest_development_origins,9.0,,,,,,,,,
pooled_parallel_weight_summary,,,,,,,,,,,,,,,,,,,,,,,"{'logistic': 0.1447652711996405, 'extra_trees': 0.13466660306394065, 'hist_gradient_boosting': 0.14548720335209653, 'cnn': 0.13368785025932592}","{'1': 0.15030213581600915, '6': 0.1363781917643424, '24': 0.150515119788743}","{'logistic': 0.25328083953653496, 'extra_trees': 0.24680154834701845, 'hist_gradient_boosting': 0.2537440301842503, 'cnn': 0.24617358193219627}","{'1': 0.3377397545511509, '6': 0.3243151448626051, '24': 0.337945100586244}",,,,,
cascade_alpha,,,,,,,,,,0.1724868010509457,,,,,0.5744628940815817,,,,,,,,,,,,0.0,latest_pooled_oof_blocks,864859.0,,
cascade_alpha,,,,,,,,,,0.5700098861001478,,,,,0.8188564267074755,,,,,,,,,,,,0.25,latest_pooled_oof_blocks,864859.0,,
cascade_alpha,,,,,,,,,,0.6722427578307435,,,,,0.8773629397170862,,,,,,,,,,,,0.5,latest_pooled_oof_blocks,864859.0,,
cascade_alpha,,,,,,,,,,0.7147384302881855,,,,,0.9070957649135409,,,,,,,,,,,,0.75,latest_pooled_oof_blocks,864859.0,,
cascade_alpha,,,,,,,,,,0.7381827553501961,,,,,0.9243473746100141,,,,,,,,,,,,1.0,latest_pooled_oof_blocks,864859.0,,
branch1_proxy_pooled,heldout_preselection,23040.0,2023-08-04T09:40:00+00:00,,,all_1_6_24,3.0,,36.0,0.15313661525793923,0.13057450176781862,0.12411217914562178,0.04064528563009161,0.11559343430166867,0.5299330462866577,6.0,21.0,7.0,"[1, 6, 24]",6.0,pooled_latest_development_origins,9.0,,,"{'logistic': 0.25328083953653496, 'extra_trees': 0.24680154834701845, 'hist_gradient_boosting': 0.2537440301842503, 'cnn': 0.24617358193219627}","{'1': 0.3377397545511509, '6': 0.3243151448626051, '24': 0.337945100586244}",,,,1.0,0.7381827553501961
