selection_role,selection_stage,selection_origin_idx,selection_origin_time,candidate_train_days,candidate_half_life_days,candidate_input_hours,validation_block_count,validation_block_days,purge_hours,val_pr_auc_mean,val_pr_auc_median,val_pr_auc_q25,val_pr_auc_std,val_pr_auc_min,val_roc_auc_mean,selection_origin_count,selected_train_days,selected_half_life_days,selected_input_hours,validation_origin_count,adst_action,candidate_count,family_validation_pr_auc,input_validation_pr_auc,selected_family_weights,selected_input_weights,candidate_cascade_alpha,validation_scope,validation_samples,selected_cascade_alpha,cascade_validation_pr_auc
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.23284684274665265,0.24810377342053713,0.19347844362126534,0.07133741049765589,0.13885311382199356,0.700535692315532,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.23073728240315158,0.2184261190757908,0.18155869340881134,0.07578393814757403,0.14469126774183189,0.7042052193064201,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.20074777711300099,0.17152803357878774,0.16089194492525277,0.05702974931255728,0.15025585627171784,0.6820493273013962,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.18715011125556447,0.1561055936738807,0.1528152909690899,0.04863103086303827,0.14952498826429914,0.6668009029878034,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.22873926636592734,0.2188875901032573,0.1825264261675915,0.07178214281350272,0.14616526223192566,0.6995195988503866,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.18527192414678073,0.16109069532027992,0.15642128449131198,0.04097870685350951,0.15175187366234405,0.6552311942123606,,,,,,,,,,,,,,,,
branch1_proxy,development,20448.0,2023-07-26T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.1645028055416235,0.15184655031999977,0.14905045701249892,0.021971851127914666,0.14625436370499803,0.6260254405725086,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.2593152773114376,0.2333424929416736,0.19910416449671364,0.08962290426696076,0.16486583605175364,0.7106289582019741,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.24665373859785736,0.21637083232235477,0.18853166156367157,0.0852820690213154,0.16069249080498837,0.7064445777498537,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.240239505579992,0.20635222958605373,0.18292623119412155,0.08327949592846581,0.1595002328021894,0.7056953650938134,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.281080953389882,0.3113456134025486,0.23825046060244728,0.08503432522659561,0.16515530780234594,0.7076252770206738,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.26453663513200626,0.30371290854422683,0.23318388723160116,0.07267887015282076,0.1626548659189755,0.689119490601327,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.2557018177935055,0.2742051443384352,0.21990612711118168,0.06729228626481827,0.16560710988392816,0.6806012974221106,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.2799674587123575,0.31547153532870825,0.24298435897173765,0.0789837102845917,0.17049718261476704,0.7031114617727922,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,21.0,7.0,all_1_6_24,3.0,3.0,36.0,0.2574538694204709,0.26398809619685165,0.2190630096707457,0.06552270719044562,0.17413792314463977,0.6714599425173917,,,,,,,,,,,,,,,,
branch1_proxy,development,20736.0,2023-07-27T09:40:00+00:00,21.0,14.0,all_1_6_24,3.0,3.0,36.0,0.24636155470733132,0.22764813977523105,0.19674963300088744,0.07455980171246482,0.16585112622654383,0.6554514566018687,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,7.0,3.0,all_1_6_24,3.0,3.0,36.0,0.3303401365898177,0.37950498093920204,0.28353513368825145,0.10257464427176163,0.18756528643730086,0.7228700274186642,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,7.0,7.0,all_1_6_24,3.0,3.0,36.0,0.30408518549333713,0.30504889020154197,0.24193596390372873,0.10188496355680078,0.1788230376059155,0.7192797248729632,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,7.0,14.0,all_1_6_24,3.0,3.0,36.0,0.28405018348104466,0.25209672533666844,0.2139081586078354,0.10398101618001963,0.1757195918790024,0.7142162562453845,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,14.0,3.0,all_1_6_24,3.0,3.0,36.0,0.33986017949585684,0.40449133643122687,0.29559617718439746,0.10873840600045286,0.18670101793756805,0.7158148708730477,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,14.0,7.0,all_1_6_24,3.0,3.0,36.0,0.31374161976844134,0.37058788614568194,0.272338919741845,0.09931569230791021,0.17408995333800809,0.6972599025128302,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,14.0,14.0,all_1_6_24,3.0,3.0,36.0,0.29518872403581703,0.32965759658612576,0.25052394735137085,0.09035840219195097,0.171390298116616,0.687383816373717,,,,,,,,,,,,,,,,
branch1_proxy,development,21024.0,2023-07-28T09:40:00+00:00,21.0,3.0,all_1_6_24,3.0,3.0,36.0,0.33694867872155526,0.4040693670307125,0.2941481929683659,0.1082537428124977,0.1842270189060193,0.7105010852576727,,,,,,,,,,,,,,,,
