selection_stage,selection_origin_idx,selection_origin_time,purge_hours,validation_mode,pool_origin_count,pool_validation_block_count,adwin_enabled,dynamic_selector,selection_role,candidate_b1_train_days,candidate_b1_half_life_days,candidate_L_obs_hours,val_pr_auc_mean,val_pr_auc_median,val_pr_auc_q25,val_pr_auc_std,val_pr_auc_min,val_roc_auc_mean,branch1_input_validation_ap,candidate_b2_train_days,candidate_b2_half_life_days,candidate_lambda,train_end_time,validation_start_time,validation_end_time,validation_block_count,validation_block_days,selected_b1_train_days,selected_b1_half_life_days,selected_b1_input_hours,selected_b1_input_weights,selected_b2_train_days,selected_b2_half_life_days,selected_L_train_days,selected_L_obs_hours,selected_lambda,val_pr_auc,val_roc_auc,val_pr_auc_b1,val_pr_auc_b2,val_pr_auc_b1_median,val_pr_auc_b2_median,val_roc_auc_b1,val_roc_auc_b2,prediction_disagreement,validation_positive_rate,latest_val_pr_auc,adst_action,b1_window_action,b1_window_pending_train_days,b1_window_change_streak,b1_window_gain,b2_window_action,previous_val_pr_auc,val_pr_auc_delta,candidate_count,window_change_relative_margin,window_change_absolute_margin,window_change_q25_tolerance,window_confirmation_checkpoints
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,7.0,all_1_6_24,0.1944729315159143,0.12052634146774936,0.11249951080787804,0.11611303434777795,0.1044726801480067,0.6898623908660307,"{'1': 0.1513370808663704, '6': 0.171214109182801, '24': 0.17392970595883148}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,14.0,all_1_6_24,0.19134050449358067,0.1204445493573611,0.11274461110447337,0.11132903910479075,0.10504467285158564,0.6888838920713859,"{'1': 0.1516191427940439, '6': 0.17126055498489723, '24': 0.17224281496979735}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,3.0,all_1_6_24,0.19207082226560437,0.11120065672841507,0.10816684955483286,0.11868398908001075,0.10513304238125062,0.6755854302614402,"{'1': 0.1510251862612755, '6': 0.16844545608338676, '24': 0.1659490657630878}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,7.0,all_1_6_24,0.16923680971428626,0.10624976304981468,0.10426101804686763,0.0919039919884155,0.10227227304392059,0.648052064868336,"{'1': 0.14858022372318316, '6': 0.15938355377663882, '24': 0.14837465264427815}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,14.0,all_1_6_24,0.159645829019102,0.1065862585634115,0.10336007335314956,0.07964365278611474,0.10013388814288762,0.6425794965377415,"{'1': 0.14594400439802285, '6': 0.15596611334388807, '24': 0.14152290988795288}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,3.0,all_1_6_24,0.18652494099211633,0.1029696077248884,0.10171165049250525,0.11994850337405287,0.1004536932601221,0.6601117337777537,"{'1': 0.1471341677206718, '6': 0.16574818188794846, '24': 0.1617209488489687}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,7.0,all_1_6_24,0.14827679997013996,0.0934551992265038,0.08876008255922765,0.0842566043885404,0.0840649658919515,0.6013883704682632,"{'1': 0.13381868073515543, '6': 0.14148760007090214, '24': 0.1351913298581542}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,14.0,all_1_6_24,0.1334085099582827,0.09027285903249017,0.08511998161229087,0.06841977323928403,0.07996710419209158,0.5812190649458934,"{'1': 0.1259288758317141, '6': 0.13071923992971582, '24': 0.12445781461547763}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.2350565058051309,0.10718605060452012,0.08394108690988758,0.21455059670672763,0.06069612321525503,0.5535237425795644,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.2989519219659631,0.37337503484569,0.2130643507360251,0.17856752245773735,0.05275366662636015,0.5451892352101891,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.3338953425722097,0.371995739923607,0.265479481645395,0.13009715179219603,0.1589632233671829,0.7290511944059439,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2350565058051309,0.10718605060452012,0.08394108690988758,0.21455059670672763,0.06069612321525503,0.5535237425795644,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.26743124038473787,0.12962542730893917,0.0978504430776537,0.24122270494132947,0.06607545884636822,0.608386898239793,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.27126380760524604,0.12049733661234782,0.09761587935644336,0.24628488929348705,0.07473442210053889,0.6308128554308751,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.267591064570744,0.11604932967469431,0.0965236327993609,0.24245061555849245,0.07699793592402748,0.6420376731468567,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2662085931846429,0.11225462748526438,0.09786590008443258,0.23836222077181926,0.08347717268360076,0.6607424751888935,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.264721187755289,0.10904628703275171,0.10179202498704984,0.230492748344217,0.09453776294134797,0.6816057655889214,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.25985083398993364,0.10697311550214392,0.1058512682222506,0.21779020074561692,0.10472942094235729,0.6927850289754423,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.24930773648410456,0.11109121693332896,0.10841358019417421,0.19926642060059668,0.10573594345501947,0.6963781597504939,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.23334258621632883,0.11512059149203556,0.11011977332954793,0.1743112026032485,0.10511895516706031,0.6960795127044864,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.21460546122596244,0.11790513944672713,0.1113365719614683,0.1461427077632806,0.10476800447620947,0.6936333189845169,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.19408951492297,0.12071756481476034,0.11260923421120296,0.1154205454263716,0.10450090360764558,0.6900945521127335,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,3.0,all_1_6_24,0.23893596982007223,0.17977115000211372,0.14163165969972863,0.1410886412260362,0.10349216939734351,0.7366217027999525,"{'1': 0.1830214090217287, '6': 0.20500595040219308, '24': 0.2074549213968079}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,7.0,all_1_6_24,0.2340420308970241,0.17040345258927955,0.1335282243239696,0.14530165953407637,0.09665299605865964,0.7202000439985198,"{'1': 0.183253626909518, '6': 0.19807925583681354, '24': 0.20100991744030292}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,14.0,all_1_6_24,0.23152125204549837,0.16590156645962809,0.13031032673629428,0.14605407800053533,0.09471908701296047,0.7151241211462226,"{'1': 0.18121263690795242, '6': 0.19684626083280932, '24': 0.19864060892506696}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,3.0,all_1_6_24,0.2387476621918231,0.1721461359020916,0.13872074550467878,0.14406806009436468,0.10529535510726598,0.7344851354687516,"{'1': 0.17861758763076577, '6': 0.20684623794042936, '24': 0.19606611870860094}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,7.0,all_1_6_24,0.20839518865557707,0.15322177355807293,0.1265519034743994,0.11777450759261036,0.09988203339072589,0.7057605091697203,"{'1': 0.17096561580205205, '6': 0.19165864281758704, '24': 0.16743179190885538}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,14.0,all_1_6_24,0.1900612759106438,0.14373551990953265,0.12113114571843796,0.0992137298210766,0.09852677152734327,0.6900091785522656,"{'1': 0.16641496844281747, '6': 0.1832948508023424, '24': 0.15468442655645123}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,3.0,all_1_6_24,0.23269414260280866,0.1684218872723818,0.1337285770256837,0.14279630080613512,0.09903526677898555,0.7237615266027001,"{'1': 0.1732211220603627, '6': 0.20173110067451028, '24': 0.18958560034348385}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,7.0,all_1_6_24,0.17888823163613785,0.13317985088526685,0.10917821550500555,0.10051380518096403,0.08517658012474424,0.6649912516993536,"{'1': 0.15709009208216496, '6': 0.17135147890940114, '24': 0.14975026120731552}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,14.0,all_1_6_24,0.15260758688082424,0.10843514674411109,0.09485487169796186,0.08242391321013391,0.08127459665181264,0.6286372765154377,"{'1': 0.14265857723723585, '6': 0.15082502413739415, '24': 0.1350287077547583}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.36305299550942327,0.3609327206779155,0.24076719635864133,0.19883192777948958,0.12060167203936717,0.7099589372114973,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.32360695358017494,0.3511375215179969,0.20364325118547036,0.2080519637937602,0.056148980852943856,0.6261530329007607,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.34533793705599436,0.2888826839888613,0.2362397263991995,0.16016354077281986,0.18359676880953768,0.7905287027820317,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.36305299550942327,0.3609327206779155,0.24076719635864133,0.19883192777948958,0.12060167203936717,0.7099589372114973,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.38682269052747026,0.3637319413755667,0.24903386157329443,0.21619888014513822,0.1343357817710222,0.7784761189962343,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.38922571198946154,0.3482197220356794,0.23225236204644878,0.24134391278818487,0.11628500205721815,0.7785385982417913,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.37972504248595157,0.32305511867617787,0.21544043890619569,0.24839378980705676,0.10782575913621353,0.777762807850103,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.36712653490715424,0.30270361553203706,0.202751690808395,0.2463705276927888,0.10279976608475294,0.7765737352860813,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.35294461374316305,0.2733209062599531,0.18671041863613214,0.2454965029419405,0.10009993101231116,0.7707225384356703,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.34226657203695937,0.24354086889642887,0.17107744681757375,0.2492229220590992,0.09861402473871865,0.7618727044882515,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.3316640520527918,0.21853816736199533,0.15816295735208558,0.25027059431845766,0.09778774734217582,0.7534325811518281,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.31200960406218026,0.19625543335239368,0.14676013869918722,0.23716652602629631,0.09726484404598076,0.7444098335612348,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2787787588400227,0.1807777643649527,0.13883941992449053,0.20084468371149444,0.09690107548402838,0.7339910906514359,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19296,2023-07-22T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.23432003177533386,0.17024665591142574,0.1334496194332141,0.14578189679972073,0.09665258295500247,0.7202172043976413,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,3.0,all_1_6_24,0.23254644165385976,0.2447881070991187,0.18042060796638193,0.09053353911653102,0.11605310883364514,0.7423942682595229,"{'1': 0.19730849568175002, '6': 0.19503863545792618, '24': 0.2263658855402337}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,7.0,all_1_6_24,0.23000858418851752,0.2514927978328726,0.1852708195282845,0.08322560972423701,0.11904884122369641,0.7425301330272793,"{'1': 0.20308189956452274, '6': 0.195111671025731, '24': 0.21536188940718856}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,14.0,all_1_6_24,0.2272149309036522,0.25088684010982004,0.1850836467029432,0.08022965199037733,0.11928045329606632,0.7411985991946323,"{'1': 0.2045357410352199, '6': 0.19398739008617635, '24': 0.211166246434096}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,3.0,all_1_6_24,0.21982721166559274,0.22088642648403384,0.16397871720974033,0.09163569309609891,0.10707100793544683,0.7217064307983613,"{'1': 0.18292034540693144, '6': 0.198170664392502, '24': 0.2078988914854029}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,7.0,all_1_6_24,0.18758018829781195,0.17219226977493193,0.1412530315577949,0.07021800726451431,0.11031379334065788,0.7026223941570636,"{'1': 0.1689428451979648, '6': 0.1793522896583527, '24': 0.17983423231040752}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,14.0,all_1_6_24,0.17226976186611184,0.14932332088050257,0.13082282822264524,0.060529954864905255,0.11232233556478793,0.6893519517993053,"{'1': 0.16230038062339336, '6': 0.17166933967755785, '24': 0.16146042315729656}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,3.0,all_1_6_24,0.21228290023551932,0.21829168303122853,0.15723145873718397,0.09244939020521069,0.09617123444313938,0.7040430474325269,"{'1': 0.17753950326190981, '6': 0.18398412159678648, '24': 0.20343742845609414}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,7.0,all_1_6_24,0.16267086353475532,0.15945435852343243,0.12255205850949845,0.06424087637572677,0.08564975849556447,0.6478716159046358,"{'1': 0.1476302114620878, '6': 0.15202468170144193, '24': 0.1574132080349706}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,14.0,all_1_6_24,0.1409531353771541,0.1449299328822316,0.11380130898180543,0.046048208475782136,0.08267268508137926,0.6183579820397923,"{'1': 0.1292246470498282, '6': 0.13488760342218276, '24': 0.13924542377577684}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.32504368240311515,0.45293928872973016,0.2529008027987376,0.19257757066768194,0.05286231686774501,0.6043571931184848,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.3395894768401189,0.4142091682621652,0.292221967850251,0.12003310595568249,0.17023476743833688,0.6603647942474357,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.34799229509901547,0.3603359006703858,0.31488385851744055,0.05974609529501549,0.2694318163644953,0.7416963048425728,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.32504368240311515,0.45293928872973016,0.2529008027987376,0.19257757066768194,0.05286231686774501,0.6043571931184848,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.3597601162348421,0.4805518963666987,0.26862514648341007,0.21576174429352593,0.05669839660012142,0.6388326113797308,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.3715774573576498,0.48643454169331957,0.2747379071349125,0.22052839657722378,0.06304127257650538,0.6673351333577019,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.36858839655066306,0.4822360826883507,0.2769633147101973,0.21185274152931308,0.07169054673204392,0.6997852937766426,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.36493521816660596,0.4691266865844022,0.2746613252077034,0.20373987340926708,0.08019596383100465,0.7253333319690444,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.3597038036037164,0.4531855969324124,0.2706859986206971,0.19507026459872007,0.08818640030898184,0.7396484411335355,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.35071764920620674,0.43745662384333994,0.2665247193369714,0.18345401657830993,0.0955928148306029,0.7439352910543757,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.3391477813705078,0.4342417274793945,0.26830868027101656,0.16849987317425413,0.10237563306263861,0.7464954599274239,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.31881950691291777,0.42017039464955785,0.26434934445990366,0.14873061884982974,0.10852829427024946,0.7492784781833882,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.28050088254964284,0.3596368558166792,0.23688722034344536,0.11768298546496479,0.11413758487021153,0.7490588543275059,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19584,2023-07-23T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2305021394109464,0.2535783595210684,0.18632765842260549,0.08317375832157113,0.11907695732414258,0.7427900942456812,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19872,2023-07-24T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,3.0,all_1_6_24,0.24512489481317581,0.23506358087914656,0.17822044279848887,0.1053874105226785,0.1213773047178312,0.7518616164051074,"{'1': 0.16282502283024378, '6': 0.20912769584277704, '24': 0.2621593008888097}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19872,2023-07-24T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,7.0,all_1_6_24,0.23054848380177292,0.2102307847173005,0.16515580164346585,0.0995334541370508,0.12008081856963121,0.7485422035752163,"{'1': 0.16659125303772934, '6': 0.20335079598359654, '24': 0.25748389755321693}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19872,2023-07-24T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,14.0,all_1_6_24,0.22157118593686242,0.1915161762787721,0.15580076672865603,0.0974776371201865,0.12008535717853996,0.7472622457932762,"{'1': 0.16714633744936666, '6': 0.20398152593201654, '24': 0.2559095416580802}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19872,2023-07-24T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,3.0,all_1_6_24,0.2638983008228058,0.31997970336422427,0.21508483861427385,0.11000362093816644,0.11018997386432342,0.7314699329269706,"{'1': 0.1665223617228852, '6': 0.22321541092436212, '24': 0.25668125241832107}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19872,2023-07-24T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,7.0,all_1_6_24,0.24572174901878086,0.3001808687410018,0.20068421750297774,0.1032302324666951,0.10118756626495369,0.7036144092635226,"{'1': 0.16493683070124407, '6': 0.2137685828034689, '24': 0.23795439614299582}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
